Operation,Status,Exclusion Reason,Category,FP Instructions per Analytical FLOP,Relative to Add,Perf Weight (normalized),Timing Weight,Perf/Timing Ratio,Weight Tier,Zero FP,Alpha Min,Alpha Max,Alpha CV,Analytical Formula,Analytical FLOPs,Benchmark Code,Benchmark Size,Repeats,Perf Instructions (total),Timing Total (ns),Time per Analytical FLOP (ns),Baseline Alpha,Baseline Command,Baseline Perf Instructions,Baseline Timing (ns),Implementation URL,Notes
unique_counts,benchmarked,,Sorting,4.4083,2.00x,2.8185,0.4702,5.9943,moderate,FALSE,3.6726,4.4128,0.1023,n * ceil(log2(n)),240000000,np.unique_counts(x),n=10000000,5,5289929137,37408322.33,0.0312,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_sorting_ops.py#L252,Sort-based unique; cost = n*ceil(log2(n)).
unique_values,benchmarked,,Sorting,4.4083,2.00x,2.8185,0.3355,8.4009,moderate,FALSE,3.6726,4.4128,0.1023,n * ceil(log2(n)),240000000,np.unique_values(x),n=10000000,5,5289929132,26690064.79,0.0222,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_sorting_ops.py#L284,Sort-based unique; cost = n*ceil(log2(n)).
setdiff1d,benchmarked,,Sorting,4.2325,1.92x,2.7061,0.7751,3.4913,moderate,FALSE,3.5241,4.2369,0.1026,(n+m) * ceil(log2(n+m)),500000000,"np.setdiff1d(a, b)",n=10000000,5,10581308558,61662959.8,0.0247,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_sorting_ops.py#L372,Set difference; cost = (n+m)*ceil(log2(n+m)).
searchsorted,benchmarked,,Sorting,1.4891,0.68x,0.9520,1.0636,0.8951,baseline,FALSE,0.7557,1.4891,0.3402,m * ceil(log2(n)),240000000,"np.searchsorted(x, q)",n=10000000,5,1786874568,84615237.5,0.0705,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_sorting_ops.py#L166,Binary search; cost = m*ceil(log2(n)).
lexsort,benchmarked,,Sorting,0.7445,0.34x,0.4760,0.0534,8.9139,negligible,FALSE,0.0118,0.7445,0.8457,k * n * ceil(log2(n)),480000000,"np.lexsort((x, y))",n=10000000,5,1786874568,4245476.25,0.0018,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_sorting_ops.py#L88,Multi-key sort; cost = k*n*ceil(log2(n)).
unique_all,benchmarked,,Sorting,0.7439,0.34x,0.4756,0.6681,0.7119,negligible,FALSE,0.0118,0.7439,0.8457,n * ceil(log2(n)),240000000,np.unique_all(x),n=10000000,5,892712297,53153166.29,0.0443,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_sorting_ops.py#L239,Sort-based unique; cost = n*ceil(log2(n)).
fft.hfft,benchmarked,,FFT,2.2883,1.04x,1.4631,0.4532,3.2284,baseline,FALSE,2.2820,2.4201,0.0335,5*n*ceil(log2(n)),104857600,np.fft.hfft(x),n=1048576,5,"[1196410724, 1268822185, 1199738016]",36052414.89,0.0688,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L443,FFT of Hermitian-symmetric signal. Cost: 5*n_out*ceil(log2(n_out)) (Cooley-Tukey radix-2; Van Loan 1992 §1.4).
fft.ifft,benchmarked,,FFT,1.3472,0.61x,0.8613,0.1583,5.4409,baseline,FALSE,1.3408,1.4789,0.0561,5*n*ceil(log2(n)),104857600,np.fft.ifft(x),n=1048576,5,"[702967029, 775378490, 706294321]",12595560.65,0.0240,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L189,Inverse 1-D complex FFT. Cost: 5*n*ceil(log2(n)) (Cooley-Tukey radix-2; Van Loan 1992 §1.4).
fft.irfft,benchmarked,,FFT,1.0337,0.47x,0.6609,0.1839,3.5938,baseline,FALSE,1.0297,1.0361,0.0031,5*(n/2)*ceil(log2(n)),52428800,np.fft.irfft(x),n=1048576,5,"[269929011, 271594764, 270975169]",14628237.53,0.0558,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L221,Inverse 1-D real FFT. Cost: 5*(n//2)*ceil(log2(n)) (Cooley-Tukey radix-2; Van Loan 1992 §1.4).
fft.irfft2,benchmarked,,FFT,0.9010,0.41x,0.5761,0.0877,6.5690,baseline,FALSE,0.8970,0.9034,0.0036,5*(n/2)*ceil(log2(n)),52428800,np.fft.irfft2(x),n=1024x1024,5,"[235152977, 236818730, 236199135]",6976703.07,0.0266,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L314,"Inverse 2-D real FFT. Cost: 5*(N//2)*ceil(log2(N)), N=prod(s) (Cooley-Tukey radix-2; Van Loan 1992 §1.4)."
fft.irfftn,benchmarked,,FFT,0.9010,0.41x,0.5761,0.0893,6.4513,baseline,FALSE,0.8970,0.9034,0.0036,5*(n/2)*ceil(log2(n)),52428800,np.fft.irfftn(x),n=1024x1024,5,"[235152977, 236818730, 236199135]",7101255.61,0.0271,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L423,"Inverse N-D real FFT. Cost: 5*(N//2)*ceil(log2(N)), N=prod(s) (Cooley-Tukey radix-2; Van Loan 1992 §1.4)."
fft.fft,benchmarked,,FFT,0.8351,0.38x,0.5340,0.1992,2.6807,baseline,FALSE,0.8320,1.0025,0.1096,5*n*ceil(log2(n)),104857600,np.fft.fft(x),n=1048576,5,"[436193036, 525618471, 437858789]",15851442.24,0.0302,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L173,1-D complex FFT. Cost: 5*n*ceil(log2(n)) (Cooley-Tukey radix-2; Van Loan 1992 §1.4).
fft.rfft,benchmarked,,FFT,0.8348,0.38x,0.5338,0.1772,3.0124,baseline,FALSE,0.8285,1.1696,0.2067,5*(n/2)*ceil(log2(n)),52428800,np.fft.rfft(x),n=1048576,5,"[217178496, 306603931, 218844249]",14098160.36,0.0538,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L205,1-D real FFT. Cost: 5*(n//2)*ceil(log2(n)) (Cooley-Tukey radix-2; Van Loan 1992 §1.4).
fft.ifft2,benchmarked,,FFT,0.7833,0.36x,0.5008,0.1044,4.7969,baseline,FALSE,0.7769,0.9150,0.0945,5*n*ceil(log2(n)),104857600,np.fft.ifft2(x),n=1024x1024,5,"[407335884, 479747345, 410663176]",8303251.93,0.0158,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L265,"Inverse 2-D complex FFT. Cost: 5*N*ceil(log2(N)), N=prod(s) (Cooley-Tukey radix-2; Van Loan 1992 §1.4)."
fft.ifftn,benchmarked,,FFT,0.7833,0.36x,0.5008,0.1019,4.9146,baseline,FALSE,0.7769,0.9150,0.0945,5*n*ceil(log2(n)),104857600,np.fft.ifftn(x),n=1024x1024,5,"[407335884, 479747345, 410663176]",8109132.77,0.0155,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L363,"Inverse N-D complex FFT. Cost: 5*N*ceil(log2(N)), N=prod(s) (Cooley-Tukey radix-2; Van Loan 1992 §1.4)."
fft.fft2,benchmarked,,FFT,0.7213,0.33x,0.4612,0.1021,4.5171,negligible,FALSE,0.7181,0.8887,0.1257,5*n*ceil(log2(n)),104857600,np.fft.fft2(x),n=1024x1024,5,"[376491531, 465916966, 378157284]",8125948.62,0.0155,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L242,"2-D complex FFT. Cost: 5*N*ceil(log2(N)), N=prod(s) (Cooley-Tukey radix-2; Van Loan 1992 §1.4)."
fft.fftn,benchmarked,,FFT,0.7213,0.33x,0.4612,0.1065,4.3305,negligible,FALSE,0.7181,0.8887,0.1257,5*n*ceil(log2(n)),104857600,np.fft.fftn(x),n=1024x1024,5,"[376491531, 465916966, 378157284]",8473803.42,0.0162,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L339,"N-D complex FFT. Cost: 5*N*ceil(log2(N)), N=prod(s) (Cooley-Tukey radix-2; Van Loan 1992 §1.4)."
fft.rfft2,benchmarked,,FFT,0.7074,0.32x,0.4523,0.0832,5.4363,negligible,FALSE,0.7010,1.0421,0.2389,5*(n/2)*ceil(log2(n)),52428800,np.fft.rfft2(x),n=1024x1024,5,"[183765651, 273191086, 185431404]",6617389.49,0.0252,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L288,"2-D real FFT. Cost: 5*(N//2)*ceil(log2(N)), N=prod(s) (Cooley-Tukey radix-2; Van Loan 1992 §1.4)."
fft.rfftn,benchmarked,,FFT,0.7074,0.32x,0.4523,0.0825,5.4824,negligible,FALSE,0.7010,1.0421,0.2389,5*(n/2)*ceil(log2(n)),52428800,np.fft.rfftn(x),n=1024x1024,5,"[183765651, 273191086, 185431404]",6564556.69,0.0250,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L387,"N-D real FFT. Cost: 5*(N//2)*ceil(log2(N)), N=prod(s) (Cooley-Tukey radix-2; Van Loan 1992 §1.4)."
fft.ihfft,benchmarked,,FFT,0.4274,0.19x,0.2733,0.0902,3.0299,negligible,FALSE,0.4242,0.5948,0.2024,5*(n/2)*ceil(log2(n)),104857600,np.fft.ihfft(x),n=1048576,5,"[222421386, 311846821, 224087139]",7178545.57,0.0137,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/fft/_transforms.py#L462,Inverse FFT of Hermitian signal. Cost: 5*n*ceil(log2(n)) (Cooley-Tukey radix-2; Van Loan 1992 §1.4).
linalg.pinv,benchmarked,,Linalg,11.2414,5.11x,7.1872,0.1769,40.6286,moderate,FALSE,10.4173,11.3293,0.0458,"m*n*min(m,n)",1073741824,np.linalg.pinv(A),n=1024 (1024x1024),5,"[60351562950, 60823627962, 55927335446]",14071646.17,0.0026,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_solvers.py#L187,"Pseudoinverse. Cost: m*n*min(m,n) (via SVD)."
linalg.svd,benchmarked,,Linalg,9.2345,4.20x,5.9042,0.1730,34.1283,moderate,FALSE,8.4104,9.3224,0.0560,"m*n*min(m,n)",1073741824,np.linalg.svd(A),n=1024 (1024x1024),5,"[49577434245, 50049499257, 45153206741]",13759526.69,0.0026,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_svd.py#L67,"Singular value decomposition; cost ~ O(min(m,n)*m*n)."
linalg.eigh,benchmarked,,Linalg,3.6263,1.65x,2.3185,0.0541,42.8558,moderate,FALSE,3.6092,3.6330,0.0034,4*n^3 / 3,1431655765,np.linalg.eigh(A),n=1024 (1024x1024),5,"[26005793792, 25835547902, 25958187457]",4306719.4,0.0006,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_decompositions.py#L165,Symmetric eigendecomposition. Cost: $(4/3)n^3$ (Golub & Van Loan §8.3).
linalg.lstsq,benchmarked,,Linalg,3.0940,1.41x,1.9782,0.1129,17.5217,baseline,FALSE,3.0906,3.4283,0.0605,"m*n*min(m,n)",1073741824,"np.linalg.lstsq(A, b, rcond=None)",n=1024 (1024x1024),5,"[16592478241, 16610822013, 18405619962]",8983680.43,0.0017,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_solvers.py#L147,"Least squares. Cost: m*n*min(m,n) (LAPACK gelsd/SVD)."
linalg.svdvals,benchmarked,,Linalg,2.9458,1.34x,1.8834,0.0954,19.7421,baseline,FALSE,2.9398,3.3320,0.0731,"m*n*min(m,n)",1073741824,np.linalg.svdvals(A),n=1024 (1024x1024),5,"[15783177920, 15814995302, 17888344696]",7588452.49,0.0014,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_decompositions.py#L281,"Singular values only. Cost: m*n*min(m,n) (Golub-Reinsch)."
linalg.inv,benchmarked,,Linalg,2.7290,1.24x,1.7448,0.0296,58.9459,baseline,FALSE,2.7286,3.1300,0.0809,n^3,1073741824,np.linalg.inv(A),n=1024 (1024x1024),5,"[14649280230, 14651377382, 16804180716]",2355646.84,0.0004,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_solvers.py#L101,Matrix inverse. Cost: $n^3$ (LU + solve).
linalg.qr,benchmarked,,Linalg,2.0853,0.95x,1.3332,0.0356,37.4494,baseline,FALSE,2.0850,2.3860,0.0795,2*m*n^2 - 2*n^3/3,1431655766,np.linalg.qr(A),n=1024 (1024x1024),5,"[14924951925, 14927049077, 17079852411]",2829177.74,0.0004,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_decompositions.py#L87,QR decomposition. Cost: $2mn^2 - (2/3)n^3$ (Golub & Van Loan §5.2).
linalg.cholesky,benchmarked,,Linalg,1.6734,0.76x,1.0699,0.0252,42.4563,baseline,FALSE,1.6734,1.6743,0.0003,n^3 / 3,357913941,np.linalg.cholesky(A),n=1024 (1024x1024),5,"[2994621377, 2996287162, 2994621377]",2005336.56,0.0011,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_decompositions.py#L46,Cholesky decomposition. Cost: $n^3/3$ (Golub & Van Loan §4.2).
linalg.eig,benchmarked,,Linalg,1.5021,0.68x,0.9604,0.0465,20.6538,baseline,FALSE,1.2627,1.5597,0.1093,10*n^3,10737418240,np.linalg.eig(A),n=1024 (1024x1024),5,"[83737063935, 80643259067, 67791238906]",3697356.06,0.0001,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_decompositions.py#L127,"Eigendecomposition. Cost: $10n^3$ (Francis QR, Golub & Van Loan §7.5)."
linalg.eigvalsh,benchmarked,,Linalg,1.2624,0.57x,0.8071,0.0284,28.4190,baseline,FALSE,1.2621,1.2624,0.0002,4*n^3 / 3,1431655765,np.linalg.eigvalsh(A),n=1024 (1024x1024),5,"[9036696552, 9036948347, 9034216912]",2261230.32,0.0003,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_decompositions.py#L243,Symmetric eigenvalues. Cost: $(4/3)n^3$ (same as eigh).
linalg.det,benchmarked,,Linalg,1.0828,0.49x,0.6923,0.0366,18.9153,baseline,FALSE,1.0822,1.6843,0.2708,2*n^3 / 3,715827882,np.linalg.det(A),n=1024 (1024x1024),5,"[3873313637, 3875410789, 6028214516]",2913157.38,0.0008,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_properties.py#L87,Determinant. Cost: $n^3$ (LU factorization).
linalg.slogdet,benchmarked,,Linalg,1.0828,0.49x,0.6923,0.0368,18.8125,baseline,FALSE,1.0822,1.6843,0.2708,2*n^3 / 3,715827882,np.linalg.slogdet(A),n=1024 (1024x1024),5,"[3873313510, 3875410662, 6028214506]",2928816.92,0.0008,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_properties.py#L134,Sign + log determinant. Cost: $n^3$ (LU factorization).
linalg.eigvals,benchmarked,,Linalg,1.0197,0.46x,0.6520,0.0515,12.6602,baseline,FALSE,0.9952,1.0601,0.0320,7*n^3,7516192768,np.linalg.eigvals(A),n=1024 (1024x1024),5,"[39840860890, 38321622007, 37399514796]",4098223.41,0.0001,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_decompositions.py#L207,Eigenvalues only. Cost: $10n^3$ (same as eig).
linalg.solve,benchmarked,,Linalg,1.0096,0.46x,0.6455,0.0197,32.7665,baseline,FALSE,1.0090,1.6093,0.2865,2*n^3/3 + 2*n^2,717925034,"np.linalg.solve(A, b)",n=1024 (1024x1024),5,"[3621815480, 3623912632, 5776715966]",1565824.62,0.0004,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/_solvers.py#L54,Solve Ax=b. Cost: $2n^3/3$ (LU) + $n^2 \cdot n_{\text{rhs}}$ (back-substitution).
inner,benchmarked,,Contractions,1.6577,0.75x,1.0598,0.0960,11.0396,baseline,FALSE,1.3486,1.6580,0.1148,2*N,20000,"np.inner(a, b)",a(10000) . b(10000),5,"[134856, 165798, 165766]",7641000.0,76.4100,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L649,"Inner product; cost = 2*N for 1-D, 2*N*M for n-D."
vdot,benchmarked,,Contractions,1.6577,0.75x,1.0598,0.0928,11.4203,baseline,FALSE,1.3486,1.6580,0.1148,2*N,20000,"np.vdot(a, b)",a(10000) . b(10000),5,"[134856, 165798, 165766]",7384500.0,73.8450,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L707,Dot product with conjugation; cost = 2*N.
vecdot,benchmarked,,Contractions,1.6333,0.74x,1.0443,0.1552,6.7287,baseline,FALSE,1.3156,1.6333,0.1201,2*batch*N,1024000,"np.vecdot(A, B)","A(1000,512) . B(1000,512)",5,"[6735691, 8362633, 8362601]",12345019.53,2.4111,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L455,Vector dot product along last axis.
tensordot,benchmarked,,Contractions,1.0158,0.46x,0.6494,0.0082,79.1951,baseline,FALSE,1.0157,1.0158,0.0000,"2*d^5 (axes=1, shape=(d,d,d))",2147483648,"np.tensordot(A, B, axes=1)","A(64,64,64) . B(64,64,64) axes=1",5,"[10905935881, 10906768952, 10906768920]",653466.61,0.0001,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/__init__.py#L74,Tensor dot product along specified axes.
dot,benchmarked,,Contractions,1.0051,0.46x,0.6426,0.0011,584.1818,baseline,FALSE,1.0045,1.0051,0.0004,2*M*N*K,268435456,"np.dot(A, B)","A(512,512) x B(512,512)",5,"[1348165611, 1348998682, 1348998650]",90394.62,0.0001,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L587,Dot product; cost = 2*M*N*K for matrix multiply.
matmul,benchmarked,,Contractions,1.0051,0.46x,0.6426,0.0009,714.0000,baseline,FALSE,1.0045,1.0051,0.0004,2*M*N*K,268435456,"np.matmul(A, B)","A(512,512) x B(512,512)",5,"[1348165611, 1348998682, 1348998650]",74468.81,0.0001,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L623,Matrix multiplication; cost = 2*M*N*K.
einsum,benchmarked,,Contractions,1.0012,0.46x,0.6401,0.0911,7.0263,baseline,FALSE,1.0006,1.0012,0.0004,"2*M*N*K (ij,jk->ik)",268435456,"np.einsum('ij,jk->ik', A, B)","A(512,512) x B(512,512) 'ij,jk->ik'",5,"[1342922706, 1343755777, 1343755745]",7249094.99,0.0054,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_einsum.py#L135,Generalized Einstein summation.
kron,benchmarked,,Contractions,1.0004,0.45x,0.6396,1.2545,0.5098,baseline,FALSE,1.0002,1.0004,0.0001,"d^4 (Kronecker, shape=(d,d)x(d,d))",16777216,"np.kron(A, B)","A(64,64) x B(64,64)",5,"[83903620, 83916289, 83916257]",99804935.46,1.1898,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L723,Kronecker product; cost proportional to output size.
outer,benchmarked,,Contractions,1.0003,0.45x,0.6395,1.2424,0.5147,baseline,FALSE,1.0002,1.0003,0.0001,M*N,25000000,"np.outer(a, b)",a(5000) x b(5000),5,"[125020031, 125035633, 125035601]",98839930.4,0.7907,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L665,Outer product of two vectors; cost = M*N.
polyder,benchmarked,,Polynomial,13.7440,6.25x,8.7873,33.1453,0.2651,moderate,FALSE,13.4940,13.7540,0.0108,degree,100,np.polyder(c),"n=1000000, degree=100",5,6872,2636900000.0,5273800.0000,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_polynomial.py#L127,Differentiate polynomial. Cost: n FLOPs.
polyadd,benchmarked,,Polynomial,12.8277,5.83x,8.2015,14.6407,0.5602,moderate,FALSE,12.6733,12.8693,0.0081,degree + 1,101,"np.polyadd(c, d)","n=1000000, degree=100",5,6478,1164752475.25,2306440.5450,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_polynomial.py#L96,"Add two polynomials. Cost: max(n1, n2) FLOPs."
polysub,benchmarked,,Polynomial,12.8277,5.83x,8.2015,14.3930,0.5698,moderate,FALSE,12.6733,12.8693,0.0081,degree + 1,101,"np.polysub(c, d)","n=1000000, degree=100",5,6478,1145049504.95,2267424.7623,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_polynomial.py#L113,"Difference (subtraction) of two polynomials. Cost: max(n1, n2) FLOPs."
polyint,benchmarked,,Polynomial,12.7640,5.80x,8.1608,44.0885,0.1851,moderate,FALSE,12.5140,12.7740,0.0116,degree,100,np.polyint(c),"n=1000000, degree=100",5,6382,3507500000.0,7015000.0000,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_polynomial.py#L140,Integrate polynomial. Cost: n FLOPs.
polymul,benchmarked,,Polynomial,2.6227,1.19x,1.6769,0.9725,1.7243,baseline,FALSE,2.6212,2.6232,0.0004,(degree+1)^2,10201,"np.polymul(c, d)","n=1000000, degree=100",5,133773,77367905.11,1516.8690,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_polynomial.py#L158,Multiply polynomials. Cost: n1 * n2 FLOPs.
poly,benchmarked,,Polynomial,2.1589,0.98x,1.3803,13.1276,0.1051,baseline,FALSE,2.1574,2.1594,0.0005,degree^2,10000,np.poly(r),"n=1000000, degree=100",5,107947,1044374000.0,20887.4800,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_polynomial.py#L204,Polynomial from roots. Cost: $n^2$ FLOPs.
polyfit,benchmarked,,Polynomial,1.1852,0.54x,0.7578,0.1016,7.4587,baseline,FALSE,1.1852,1.1852,0.0000,2 * n * (degree+1)^2,20402000000,"np.polyfit(x, y, 100)","n=1000000, degree=100",5,120900890185,8083570.0,0.0001,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_polynomial.py#L187,Least squares polynomial fit. Cost: 2 * m * (deg+1)^2 FLOPs.
roots,benchmarked,,Polynomial,1.0775,0.49x,0.6889,0.2514,2.7403,baseline,FALSE,1.0351,1.0946,0.0287,10 * degree^3,10000000,np.roots(c),"n=1000000, degree=100",5,53876357,19997810.0,0.4000,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_polynomial.py#L217,Return roots of polynomial with given coefficients. Cost: $10n^3$ FLOPs (companion matrix eig).
polyval,benchmarked,,Polynomial,1.0114,0.46x,0.6467,0.3854,1.6780,baseline,FALSE,1.0114,1.0114,0.0000,2 * n * degree,200000000,"np.polyval(c, x)","n=1000000, degree=100",5,1011416473,30661118.25,0.0307,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_polynomial.py#L78,Evaluate polynomial at given points. Cost: 2 * m * deg FLOPs (Horner's method).
polydiv,benchmarked,,Polynomial,0.1585,0.07x,0.1013,2.4191,0.0419,negligible,FALSE,0.1569,0.1589,0.0065,(degree+1)^2,10201,"np.polydiv(c, d)","n=1000000, degree=100",5,8083,192453681.01,3773.2317,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_polynomial.py#L174,Divide one polynomial by another. Cost: n1 * n2 FLOPs.
random.hypergeometric,benchmarked,,Random,574.6042,261.16x,367.3772,154.5017,2.3778,extreme,FALSE,574.5634,574.6102,0.0000,numel(output),10000000,"np.random.hypergeometric(100, 50, 20, 10000000)",n=10000000,5,"[28728167999, 28730212282, 28730510660]",12291515131.0,245.8303,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L123,Sampling; cost = numel(output).
random.multivariate_normal,benchmarked,,Random,453.0706,205.92x,289.6739,145.1286,1.9960,extreme,FALSE,453.0704,453.0788,0.0000,numel(output),10000000,"np.random.multivariate_normal(_mean, _cov, 10000000)",n=10000000,5,"[22653520673, 22653940037, 22653531581]",11545830477.0,230.9166,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L151,Sampling; cost = numel(output).
random.zipf,benchmarked,,Random,230.9998,104.99x,147.6913,70.9544,2.0815,extreme,FALSE,230.9941,231.0079,0.0000,numel(output),10000000,"np.random.zipf(2.0, 10000000)",n=10000000,5,"[11549704270, 11550397463, 11549989220]",5644835419.0,112.8967,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L133,Sampling; cost = numel(output).
